study_id,database_source,title,abstract,year,author,journal,doi,url,keywords,notes_spillover,has_hard_kill,has_soft_kill,has_addict,has_tech,is_high_priority,exclude_flag,screening_notes
GPS_DEC_3738,WoS,Water droplet-driven and perforated conducting polymer composite energy harvester: platform for powering portable and wearable electronics,"A major challenge for portable and wearable systems is reliable delivery of electrical power without use of external power supply. Herein, we exploit water droplets to produce electricity in the form of portable or wearable devices to operate electronic systems. An active polymeric layer composed of PVA [poly(vinyl alcohol)] with PSSA [poly(4-styrenesulfonic acid)] (a proton source) and PSSA-MA [poly(styrene sulfonic acid-co-maleic acid)] (cross-linking agent) is employed to charge the supercapacitor. By water absorption and ion diffusion, the energy conversion device reliably generates a DC output for long-term period. The Output performance of combined devices were simply increased up to 1.8 V in serial connection and 1.2 mA in parallel connection. Finally, the device is capable of storing electrical energy using supercapacitors of 220 mF up to 3.2 V, delivering power to a 60 mW practical device. This highlights the potential of a water-induced innovative power supply technology that is able to be integrated with the human body in portable and wearable forms for driving sensors and small electronics.",2025,"Padil, VVT and Shin, SH and Pin, MW and Chang, JH and Do Shin, H and Mulvihill, DM and Qian, J and Matteini, P and Hwang, B and Yun, TG and Cheong, JY and Kim, I",NA,10.1039/d5ra04176g,NA,GENERATION,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3806,WoS,Air toxics and the risk of autism spectrum disorder: the results of a population based case-control study in southwestern Pennsylvania,"Background: Autism spectrum disorders (ASD) constitute a major public health problem affecting one in 68 children. There is little understanding of the causes of ASD despite its serious social impact. Air pollution contains many toxicants known to have adverse effects on the fetus. We conducted a population based case-control study in southwestern Pennsylvania to estimate the association between ASD and 2005 US EPA modeled NATA (National Air Toxics Assessment) levels for 30 neurotoxicants. Methods: A total of 217 ASD cases born between 2005 and 2009 were recruited from local ASD diagnostic and treatment centers. There were two different control groups: 1) interviewed controls (N = 224) frequency matched by child's year of birth, sex and race with complete residential histories from prior to pregnancy through the child's second birthday, and 2) 5,007 controls generated from a random sample of birth certificates (BC controls) using residence at birth. We used logistic regression analysis comparing higher to first quartile of exposure to estimate odds ratios (ORs) and 95 % confidence intervals (CI), adjusting for mother's age, education, race, smoking status, child's year of birth and sex. Results: Comparing fourth to first quartile exposures for all births, the adjusted OR for styrene was 2.04 (95 % CI = 1.17-3.58, p = 0.013) for the interviewed case-control analysis and 1.61 (95 % CI = 1.08-2.40, p = 0.018) for the BC analysis. In the BC comparison, chromium also exhibited an elevated OR of 1.60 (95 % CI = 1.08-2.38, p = 0.020), which was similarly elevated in the interviewed analysis (OR = 1.52, 95 % CI = 0.87-2.66). There were borderline significant ORs for the BC comparison for methylene chloride (OR = 1.41, 95 % CI = 0.96-2.07, p = 0.082) and PAHs (OR = 1.44, 95 % CI = 0.98-2.11, p = 0.064). Conclusions: Living in areas with higher levels of styrene and chromium during pregnancy was associated with increased risk of ASD, with borderline effects for PAHs and methylene chloride. These results are consistent with other studies. It is unclear, however, whether these chemicals are risk factors themselves or if they reflect the effect of a mixture of pollutants. Future work should include improved spatiotemporal estimates of exposure to air toxics, taking into account the dynamic movement of individuals during daily life.",2015,"Talbott, EO and Marshall, LP and Rager, JR and Arena, VC and Sharma, RK and Stacy, SL",NA,10.1186/s12940-015-0064-1,NA,Air toxics and Autism spectrum disorder and Case-control study and Chromium and Geographic information system and Styrene and ENVIRONMENTAL MERCURY RELEASE and RESIDENTIAL PROXIMITY and PARTICULATE MATTER and EXPOSURE and POLLUTANTS and POLLUTION and CHILDREN and HEALTH,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3819,WoS,Multifunctional polyaniline nanofiber conductive hydrogel for supercapacitors and flexible sensors,"A series of polyaniline (PANI) nanofibers were prepared as conductive fillers. A polyvinyl alcohol (PVA)/agarose (AG) double network hydrogel was used as a flexible substrate. A PANI/PVA/AG conductive hydrogel was prepared via in situ polymerization of polyaniline nanofibers in a PVA/AG double network hydrogel. The electrochemical performance of the PANI/PVA/AG hydrogel electrode material was linked to the fiber morphology of polyaniline. The doping of polyaniline with 0.020 mol L-1 citric acid demonstrated superior fiber morphology compared to doping with other citric acid concentrations, achieving fiber ratios of 80%. The specific capacitance of the PANI/PVA/AG hydrogel electrode materials doped with 0.020 mol L-1 citric acid was 285 mF cm-2, while the conductivity was 7.1 S m-1. The doping of polyaniline with 0.5 mol L-1 hydrochloric acid demonstrated superior fiber morphology compared to doping with other hydrochloric acid concentrations, achieving fiber ratios of 65%. The specific capacitance of PANI/PVA/AG hydrogel electrode materials doped with 0.5 mol L-1 hydrochloric acid was 249 mF cm-2, while their conductivity was 7.6 S m-1. After 500 cycles of charge-discharge, the specific capacitance retention of the material was 73%. Photosensitivity tests indicated that the hydrogel exhibited high sensitivity to shorter wavelengths of blue light (460 nm) and ultraviolet light (380 nm). The hydrogel sensor possessed high sensitivity to strain in the range of 0-120%. Gauge factors (GF) of the hydrogel strain sensor were 1.280, 2.141, 1.907, and 1.261 for strain ranges of 0-30%, 30-60%, 60-90%, and 90-120%, respectively. Cyclic strain tensile tests indicated that the relative resistance change rate (Delta R/R0) of the hydrogel sensor demonstrated a certain degree of repeatability and stability within the range of 0-100%. Thus, the hydrogel sensor is reliable and stable in the signal transmission process of detecting human movements as a flexible strain sensor. These results suggest that the PANI/PVA/AG conductive hydrogel is a multifunctional composite with good electrochemical storage performance, photosensitivity, and strain sensitivity that can be used in applications such as supercapacitors, flexible sensors and electronic wearable devices.",2024,"Fan, XW and Tao, YL and Liu, FC and Li, S and Liu, MA",NA,10.1039/d4nj02032d,NA,ACID and DOPANT,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3838,WoS,Development of Mobile Robot with Sensor Fusion Fire Detection Unit,"In this study, a mobile robot platform equipped with early fire detection unit was designed, manufactured and tested. The robot was especially developed to track virtually prescribed paths with obstacle avoidance function through obstacle avoidance and motion planning units and to scan the environment in order to detect the fire source via fire detection unit. Smoke, flame and temperature measurement sensors were used in the system to detect the fire event. A sensor based fusion system was also developed and proposed to get more reliable and highly accurate results from the fire detection unit. Partial Least Square (PLS) was used to derive the fire detection equation from the temperature, smoke and flame measurement values based on calibration and validation data sets with 200 samples. SAS/STAT (Statistical Analysis System) software was used for the development of the calibration and validation data sets. Five different distances at 100, 500, 600, 800 and 1000 mm were selected to test the fire detection capability of the system. Test results showed that the developed robot can detect the fire source up to 1000 mm distance. It can also be understood from the test results that the proposed sensor fusion system provides more reliable detection than one sensor based system with the accuracy value of 92%. (C) 2018, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.",2018,"Sucuoglu, HS and Bogrekci, I and Demircioglu, P",NA,10.1016/j.ifacol.2018.11.324,NA,Early fire detection and Mobile robot and Obstacle avoidance and Partial Least Square method and Robotic motion plan and Sensor fusion and Virtual path tracking,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3844,WoS,A Decision Support System for Tobacco Distribution Partition Optimization Based on Immune Co-Evolutionary Algorithm,"The tobacco distribution in China is organized by the tobacco company in the unit of city. The distribution cycle is commonly a week with five fixed distribution districts started from the center depot, and the routes in each district are fixed for the vehicles and drivers. This method with low efficiency and high cost has continued for several decades because of the poor technology and economic reasons. In this paper, we propose a feasible and optimal method for the tobacco distribution partition balance problem (TDPBP) by breaking the fixed partitions. An immune co-evolutionary algorithm (ICEA) is proposed to search the optimal partitions. Moreover, the decision support system (DSS) for partition balance is designed. Linfen city in China as a real-world case is proved that the DSS can discover the efficient distribution planning. The comparisons among three solutions, 'Fixed', 'the DSS' and 'Pure VRP', further prove that the DSS is an effective decision support tool for TDPBP.",2010,"Hu, ZH and Yang, B and Huang, YF",NA,10.4304/jcp.5.3.432-439,NA,decision support system and partition optimization and vehicle routing problem and immune coevolutionary algorithm and Geographic Information System and DISTRICTING PROBLEM and NETWORK,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3954,WoS,Novel coaxial fiber-shaped sensing system integrated with an asymmetric supercapacitor and a humidity sensor,"A high-performance fiber-shaped integrated multifunctional sensing system was designed and fabricated based on flexible fiber-shaped supercapacitors (FFSCs) and humidity sensors. A facile and cost-effective method was proposed to grow three-dimensional MnO2 nanoballs (NBs)@Ni cone/carbon nanotube (CNT) film with a high specific capacitance of 609.06 mF cm(-2) at a current density of 0.5 mA/cm(2). In addition, asymmetric coaxial FFSCs (ACFFSCs) with a maximum operating voltage of 1.8 V were assembled by wrapping MnO2 NBs@Ni cone/CNT film on MoS2 nanosheet arrays/carbon nanotube fibers as the inner and outer electrodes of the ACFFSCs device, respectively, with poly(vinyl alcohol)/KOH as the gel electrolyte. The assembled ACFFSCs device embraces a high specific capacitance of 195.38 mF cm(-2), and a superior areal energy density of 83.59 mu Wh cm(-2). Moreover, the ACFFSCs device acts as the stable power supply for the coaxial fibrous humidity sensor, and the obtained flexible humidity sensing system possesses high sensitivity (2.483/% RH) in the detection of relative humidity (RH), with a fast response speed of 0.39 s.",2018,"Zhao, JX and Li, LL and Zhang, Y and Li, CW and Zhang, QC and Peng, JH and Zhao, XX and Li, QL and Wang, XN and Xie, JX and Sun, J and He, B and Lu, CH and Lu, WB and Zhang, T and Yao, YG",NA,10.1016/j.ensm.2018.06.007,NA,Carbon nanotube fiber and Three-dimensional hierarchical nanostructure and Coaxial asymmetric supercapacitor and Wearable humidity sensor and Integrated configuration and SHELL NANOWIRE ARRAYS and ELECTRONICS and POWER and SKIN,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4088,WoS,Assessment of organochlorine pesticides and health risk in tobacco farming associated with River Barandu of Pakistan,"Diffuse pesticide pollution through tobacco fields is a serious threat to both natural integrities and living beings because tobacco is known as a pesticide-intensive crop. Upsurge in the knowledge of detrimental impacts caused by organochlorine pesticides (OCPs) has made them a burning issue particularly in developing countries. Pakistan is a country famous for its agro-based economy and simultaneously is the second most significant pesticide consumer in South Asian countries. The studied area is tobacco hub of the country. Thus, the present work is aimed to investigate the contamination profile that highlights the ecological and health risk posed by OCPs in River Barandu, located in the proximity of tobacco farming region. sigma OCP levels in sediments ranged between 32.918 and 98.810 ng/g and in water between 0.340 and 0.935 mu g/L. Hexachlorocyclohexanes (HCHs) and heptachlor were the most prevailing pesticides in both matrices of the river. Isomeric composition of DDTs and HCHs highlighted that the beta-HCH and p,p'-DDT were dominant isomers in water, while alpha-HCH and p,p'-DDT in sediment compartment. Enantiomeric compositions of HCH and DDT indicate both recent and historic uses of these compounds in the area. Indirect contamination through nearby tobacco clusters has been depicted through spatial analysis. Ecological risk assessment based upon the risk quotient (RQ) method revealed that alpha-endosulfan, dieldrin, heptachlor, and n-ary sumation HCHs represent a very high level of ecological risks. The OCPs' lifetime carcinogenic and non-carcinogenic health risks associated with dermal exposure to river's water were considered nominal for surrounding populations. However, detailed ecological and health risk studies are recommended considering the bio-accumulating nature of these contaminants in the food chain.",2021,"Taufeeq, A and Baqar, M and Sharif, F and Mumtaz, M and Ullah, S and Aslam, S and Qadir, A and Majid, M and Jun, H",NA,10.1007/s11356-021-13142-y,NA,Organochlorine pesticides and Tobacco farming and Ecological risk and Human health risk and PERSISTENT ORGANIC POLLUTANTS and MARBLE INDUSTRY EFFLUENTS and SURFACE SEDIMENTS and DERMAL EXPOSURE and ECOLOGICAL RISK and POLYCHLORINATED-BIPHENYLS and DISTRIBUTION PATTERN and PUNJAB PROVINCE and DISTRICT BUNER and HEAVY-METALS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4160,WoS,Adaptation of lung antioxidants to cigarette smoking in humans,"We investigated the effect of free radical scavengers, micronutrient antioxidants, on antioxidant enzyme activities in cigarette smokers. We measured the intracellular superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase (GPx) activities and vitamin E and beta-carotene levels in the bronchoalveolar cells of 14 smokers before and after 6 weeks of supplementation with vitamins E and C and beta-carotene. Eight nonsmokers served as control subjects, CAT and GPs activities mere higher in BAL, cells from smokers compared with nonsmokers (20.5+/-2.3 vs 9.6+/-1.3 U/10(6) cells; p=0.027; 0.90+/-0.10 vs 0.46+/-0.12 U/10(6) cells; p=0.049, respectively), while there was no difference in SOD activity between the two groups. Likewise, vitamin E and beta-carotene concentrations were markedly higher in smokers' lung lavage cells (403.3+/-81.0 in smokers vs 16.6+/-5.3 ng/10(6) cells in nonsmokers, and 1.23+/-0.21 in smokers vs 0.15+/-0.04 ng/10(6) cells in nonsmokers, respectively), The serum levels of vitamin E and C and beta-carotene increased by 2.0-, 1.6-, and 8.9-fold in smokers after supplementation, which were similar to nonsmokers. Similarly, BAL cell vitamin E increased from 403.3+/-81.0 to 477.4+/-97.7 ng/10(6) cells and beta-carotene increased from 1.23+/-0.21 to 4.32+/-0.45 ng/10(6) cells (p<0.05). Despite increased concentrations of vitamins in serum as well as beta-carotene levels in BAL, cells, there was no significant down regulation in SOD, CAT, or GPx activities in the lung lavage cells. These data suggest that augmentation of micronutrient antioxidants in smokers and bbential regulation of these defenses.",1996,"Hilbert, J and Mohsenin, V",NA,10.1378/chest.110.4.916,NA,beta-carotene and catalase and glutathione peroxidase and lung antioxidants and superoxide dismutase and vitamin C and vitamin E and ALVEOLAR MACROPHAGES and VITAMIN-E and FUNCTIONAL-ACTIVITY and OXIDATIVE STRESS and SMOKERS and NONSMOKERS and INHIBITOR and FLUID and ACCUMULATION and NEUTROPHILS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4179,WoS,Stability analyses for interpreting genotype by environment interaction of selected oriental tobacco landraces,"Advanced pure lines, which are in different genetic and vegetative characteristics determined in a breeding program initiated in 2013, were included to the yield tests in the region before registration. Chemical and morphological variability and stability of 13 advanced pure tobacco lines and 2 standard varieties were determined in two different locations. The experimental layout was random blocks with three replications and the experiment was carried out in 2016 and 2017. Plant height values ranged from 85.25 to 156.71 cm, the number of leaves from 22.43 to 41.71 leaf plants(-1), leaf width ranged from 9.35 to 11.52 cm, leaf length from 17.36 to 21.89 cm, yield from 1371.9 to 1756.7 kg ha(-1), quality grade index from 67.33 to 81.58%, nicotine content from 1.02 to 1.98% and glucose content from 3.33 to 9.33% The lines 16, 21, 26 and 45 were identified as strong variety candidates suitable for the region based on all the parameters and the statistical conditions examined. The use of biplots that the environments were distributed on axes, enabled to make location-based variety recommendations. The biplot graph based on environment and genotype interaction was used in the recommedations of tobacco variety for each location.",2020,"Kurt, D",NA,10.17557/tjfc.748665,NA,Chemical contents and HPLC and Samsun type and quality and yield and YIELD STABILITY and TRAITS and AMMI and SUGARS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4567,WoS,"Transesterification-vulcanization route to durable composites from post-consumer poly(ethylene terephthalate), terpenoids, and industrial waste sulfur","Despite improvements in chemical recycling, most post-consumer plastics are still deposited in landfills where they pose a significant threat to ecological health. Herein we report a two-stage method for chemically recycling poly(ethylene terephthalate) (PET) using terpenoids and waste sulfur to yield composites. In this method, post-consumer PET (from beverage bottles) undergoes transesterification with a terpenoid alcohol (citronellol or geraniol) to yield low-molecular PET oligomers. The terpene-derived alkenes in these PET oligomer derivatives then served as reaction sites for inverse vulcanization with 90 wt% elemental sulfur to form composite CPS (using citronellol) or GPS (using geraniol). Composition, mechanical, thermal, and morphological properties were characterized by NMR spectroscopy, MALDI, FT-IR spectroscopy, compressive and flexural strength analysis, TGA, DSC, elemental analysis, and SEM/EDX. The composites CPS (compressive strength = 5.20 MPa, flexural strength = 3.10 MPa) and GPS (compressive strength = 5.8 MPa, flexural strength = 2.77 MPa) showed mechanical strengths comparable to those of commercial bricks (classification C62 for general building). The approach delineated herein thus represents a method to chemically recycle waste plastic with industrial waste sulfur and plant-derived terpenoids to yield composites having favorable properties comparable to existing building materials. image",2023,"Derr, KM and Lopez, CV and Maladeniya, CP and Tennyson, AG and Smith, RC",NA,10.1002/pol.20230503,NA,chemical recycling and inverse vulcanization and plastic waste and terpene and transesterification and DYNAMIC COVALENT POLYMERS and ELEMENTAL SULFUR and INVERSE VULCANIZATION and MECHANICAL-PROPERTIES and POLYMERIZATION and POLYSULFIDE and GLYCOLYSIS and CATALYSTS and COMPONENT and BIOMASS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4642,WoS,Poly(vinyl alcohol)/CaCO3-diacid nanocomposite: Investigation of physical and wetting properties and application in heavy metal adsorption,"Poly(vinyl alcohol) (PVA) nanocomposite and modified CaCO3 nanoparticles (NPs) were fabricated by ultrasound agitation method with particle content altering from 3, 5, and 8 wt %. The CaCO3 surface was successfully treated by 10 wt % of bioactive dicarboxylic acid (DA). The influences of loading modified NPs on the thermal, mechanical, adsorption, contact angle, and physical properties of the poly(vinyl alcohol) nanocomposite films were thoroughly studied. The results showed that incorporation of modified CaCO3 into the PVA matrix had better performance than the pure PVA. Meanwhile, tensile strength, Young's modulus, and thermal stability are enhanced from 33.36 MPa, 1.26 GPs, and 242.918C (neat PVA) to 81.7 MPa, 4.81 GPa, and 312.95 degrees C (PVA/CaCO3-DA NC 5 wt %), respectively. Also, the adsorption capacity of the PVA/CaCO3-DA NCs 5 and 8 wt % revealed that the NC films could act as an appropriate absorbent for the removal of Cd(II) ions with maximum adsorption capacity of about 20.70 and 25.19 mgg(-1) for Cd(II), respectively. (c) 2017 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2017, 134, 45414.",2017,"Mallakpour, S and Khadem, E",NA,10.1002/app.45414,NA,adsorption and composites and nanoparticles and nanostructured polymers and nanowires and nanocrystals and thermoplastics and CALCIUM-CARBONATE and MEMBRANE DISTILLATION and MECHANICAL-PROPERTIES and SURFACE MODIFICATION and CACO3 NANOPARTICLES and CD(II) ADSORPTION and AQUEOUS-SOLUTION and PVDF MEMBRANES and PERFORMANCE and ALCOHOL),NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4649,WoS,A Study on the Fire Detection and Smoke Removal in Underground Utility Tunnel Using CFD,"The underground utility tunnel is a facility for installing and managing public infrastructure such as electricity, water supply, and telecommunication, which are required for managing urban life. Due to the underground structure, airflow is different compared to general buildings, so heat and smoke are not smoothly removed in the event of a fire, making it difficult to evacuate safely of occupants and enter firefighters. Therefore, it is essential to accurately detect the fire location based on the current state of fire occurrence and to remove smoke efficiently. This study derived the optimum sensor location for detecting fire and exhaust fan operation for smoke removal by considering the ventilation system in the target underground utility tunnel. In the future, these results can be used as a response manual for underground facilities in case of fire. Analysis and understanding of how fire propagates inside critical infrastructures can prevent future accidents.",2023,"Cho, JH and Lee, IB and Jeong, WS and Lee, BJ",NA,10.1109/ACCESS.2023.3316881,NA,CFD and fire detection and fire safety and underground utility tunnel (UUT) and SIMULATIONS and SYSTEM,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4657,WoS,Dynorphin mRNA expression in dorsal horn neurons after traumatic spinal cord injury: Temporal and spatial analysis using in situ hybridization,"Dynorphin, an endogenous opioid, may contribute to secondary nervous tissue damage following spinal cord injury. The temporal and spatial distribution of preprodynorphin (PPD) mRNA expression in the injured rat spinal cord was examined by in situ hybridization. Rats were subjected to traumatic spinal cord injury at the T13 spinal segment using the weight-drop method. Motor function of these rats was evaluated by their ability to maintain their position on an inclined plane, Two double-labeling experiments revealed that increased PPD mRNA and dynorphin peptide expression were found exclusively in dorsal horn neurons. Neurons exhibiting an increase in the level of PPD mRNA were concentrated in the superficial laminae and the neck of dorsal horn within several spinal segments from the epicenter of the injury at 24 and 48 h after injury. A number of neurons showing increased PPD mRNA were found in gray matter adjacent to the injury areas. Segments caudal to the injury site exhibited a long-lasting elevation of PPD mRNA in neurons, compared to the rostral segments. The number of neurons expressing PPD mRNA in each rat was significantly positively correlated with its motor dysfunction, These findings suggest that increased expression of dynorphin mRNA and peptide in dorsal horn neurons occurs after traumatic spinal cord injury. This also supports the hypothesis that the dynorphin has a pathological role in secondary tissue damage and neurological dysfunction after spinal cord injury.",1998,"Tachibana, T and Miki, K and Fukuoka, T and Arakawa, A and Taniguchi, M and Maruo, S and Noguchi, K",NA,10.1089/neu.1998.15.485,NA,dorsal horn and dynorphin and in situ hybridization and mRNA and rats and spinal cord injury and EXCITATORY AMINO-ACIDS and IMMUNOREACTIVE DYNORPHIN and PRODYNORPHIN GENE and MOTOR FUNCTION and C-FOS and RAT and INFLAMMATION and HYPERALGESIA and MECHANISM and INCREASES,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4701,IEEE,Research on the Application of Radio Frequency Identification in Cigarette-Distribution Systems,"After a full analysis of the ""CDS (cigarette-distribution system)"" situation, this paper researched the application effect of RFID (radio frequency identification) in the CDS by comprehensively considering the safety, tracking, visualization and time-effective problems in the process of cigarette-distribution and constructing a new cigarette-distribution mode and its information system model in accordance with GPS (global positioning system), GIS (geographical information system) and routing optimization technology, modeled and analyzed the overall gain and loss in the CDS, and proposed that the earlier enterprises use RFID, the smaller the E (expense) will be spent and the greater the benefit will be achieved along with the more and more significance of time-effective demand.",2007,"Hu, HC and Wu, YH and Hu, XY and Liao, L and Xu, N",2007 IEEE International Conference on Automation and Logistics,10.1109/ICAL.2007.4339016,NA,Radiofrequency identification and Logistics and Radio frequency and RF signals and Signal processing and Transmitting antennas and Logic and Information analysis and Information systems and Receiving antennas and RFID and Logistics and CDS and Optimization,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4733,MEDLINE,Area-Level Determinants in Colorectal Cancer Spatial Clustering Studies: A Systematic Review,NA,2021,NA,Int J Environ Res Public Health,https://dx.doi.org/10.3390/ijerph181910486,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med20&rft.genre=article&rft_id=info:doi/10.3390%2Fijerph181910486&rft_id=info:pmid/34639786&rft.issn=1660-4601&rft.volume=18&rft.issue=19&rft.spage=&rft.pages=&rft.date=2021&rft.jtitle=International+Journal+of+Environmental+Research+%26+Public+Health+%5BElectronic+Resource%5D&rft.atitle=Area-Level+Determinants+in+Colorectal+Cancer+Spatial+Clustering+Studies%3A+A+Systematic+Review.&rft.aulast=Soffian,Cluster Analysis and *Colorectal Neoplasms/ep [Epidemiology] and *Housing and Humans and Incidence and Spatial Analysis,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4758,MEDLINE,Parkinson's disease case ascertainment in prospective cohort studies through combining multiple health information resources,NA,2020,"Reedijk, M and Huss, A and Verheij, RA and Peeters, PH and Vermeulen, RCH",PloS one,https://dx.doi.org/10.1371/journal.pone.0234845,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med17&rft.genre=article&rft_id=info:doi/10.1371%2Fjournal.pone.0234845&rft_id=info:pmid/32609766&rft.issn=1932-6203&rft.volume=15&rft.issue=7&rft.spage=e0234845&rft.pages=e0234845&rft.date=2020&rft.jtitle=PLoS+ONE+%5BElectronic+Resource%5D&rft.atitle=Parkinson%27s+disease+case+ascertainment+in+prospective+cohort+studies+through+combining+multiple+health+information+resources.&rft.aulast=Reedijk,Aged and Cohort Studies and Electronic Health Records/td [Trends] and Female and Health Resources/td [Trends] and Humans and Logistic Models and Male and Middle Aged and Netherlands and *Parkinson Disease/di [Diagnosis] and *Parkinson Disease/ep [Epidemiology] and Prospective Studies and Registries and Risk Factors and Self Report,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_4803,MEDLINE,[Pharmacological treatment of chronic non-cancer pain],NA,2017,NA,Ugeskr Laeger,NA,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med14&rft.genre=article&rft_id=info:doi/&rft_id=info:pmid/28648164&rft.issn=0041-5782&rft.volume=179&rft.issue=26&rft.spage=&rft.pages=&rft.date=2017&rft.jtitle=Ugeskrift+for+Laeger&rft.atitle=%5BPharmacological+treatment+of+chronic+non-cancer+pain%5D.&rft.aulast=Handberg,"Analgesics, Opioid/ad [Administration & Dosage] and Analgesics, Opioid/ae [Adverse Effects] and Analgesics, Opioid/tu [Therapeutic Use] and Antidepressive Agents, Tricyclic/ad [Administration & Dosage] and Antidepressive Agents, Tricyclic/ae [Adverse Effects] and *Antidepressive Agents, Tricyclic/tu [Therapeutic Use] and *Chronic Pain/dt [Drug Therapy] and Drug Substitution and Fibromyalgia/dt [Drug Therapy] and GABA Agents/ad [Administration & Dosage] and GABA Agents/ae [Adverse Effects] and *GABA Agents/tu [Therapeutic Use] and General Practice and Humans and Low Back Pain/dt [Drug Therapy] and gamma-Aminobutyric Acid/ad [Administration & Dosage] and gamma-Aminobutyric Acid/ae [Adverse Effects] and *gamma-Aminobutyric Acid/tu [Therapeutic Use]",NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4831,MEDLINE,"Distribution of the Population at Risk of Cholangiocarcinoma in Bua Yai District, Nakhon Ratchasima of Thailand Using Google Map",NA,2016,NA,Asian Pac J Cancer Prev,https://dx.doi.org/10.7314/apjcp.2016.17.3.1433,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med13&rft.genre=article&rft_id=info:doi/10.7314%2Fapjcp.2016.17.3.1433&rft_id=info:pmid/27039785&rft.issn=1513-7368&rft.volume=17&rft.issue=3&rft.spage=1433&rft.pages=1433-6&rft.date=2016&rft.jtitle=Asian+Pacific+Journal+of+Cancer+Prevention%3A+Apjcp&rft.atitle=Distribution+of+the+Population+at+Risk+of+Cholangiocarcinoma+in+Bua+Yai+District%2C+Nakhon+Ratchasima+of+Thailand+Using+Google+Map.&rft.aulast=Kaewpitoon,"Adult and Aged and Animals and Bile Duct Neoplasms/ep [Epidemiology] and *Bile Duct Neoplasms/et [Etiology] and Bile Duct Neoplasms/pa [Pathology] and *Bile Ducts, Intrahepatic/ps [Parasitology] and Bile Ducts, Intrahepatic/pa [Pathology] and Cholangiocarcinoma/ep [Epidemiology] and *Cholangiocarcinoma/et [Etiology] and Cholangiocarcinoma/pa [Pathology] and Cross-Sectional Studies and Female and Follow-Up Studies and *Geographic Information Systems/sn [Statistics & Numerical Data] and Humans and Male and Middle Aged and Neoplasm Staging and *Opisthorchiasis/co [Complications] and Opisthorchiasis/ps [Parasitology] and *Opisthorchis/py [Pathogenicity] and Prognosis and Risk Factors and *Search Engine/sn [Statistics & Numerical Data] and Thailand/ep [Epidemiology]",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
